conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1285867445538795520,Wed Jul 22 09:51:26 +0000 2020,3,@VikramArora20 @imra_mra @MensDayOutIndia @rsprasad @Gameof498A @SKSoni1957 @tanu531d @Itsme_VA @swarup1972 @wisehussein @NaveenG23583345 @pkanthi @Ramakant_Gareeb @Keyadas63 @ShivankDixit15 @VijayDe58778609 @VijaykantMotir2 @HumanRightsAct6 @Vaibhav89gandhi @MyNation_Delhi @Mynation_BH @GR_Barbarika @mamtaguptabsnl @InderBirKaur60 @harrsdhusband @TheHaryanavi @a_498a_victim @realgaurang @KrishVerma786 @ManishMGupta @kailashkaushik8 @Anthonydesusa @MADHANMOHANS3 @lovgill @tashuuk @Fathers_Rights @fatherless_sons @DailyMailUK @urtamoghna @MirchiJeeturaaj @rjraunac @vaastavngo @barkhatrehan16 @sifchandigarh @ajayverma2014 @498aT @498anlr @498jwalamukhi @498aweddinggift or old man Marr jaata h @rsprasad,1285875091675340800,,VikramArora20,in,"New Delhi, India",0,3,3,https://x.com/SKSingh0000/status/1285875091675340800,1057717466233749504,SKSingh0000
1282260875886247938,Sun Jul 12 10:31:00 +0000 2020,0,Fatherless bikin aku bener2 ngerasa gada pria yg bertanggung jawab di dunia ini semua sama saja. Tidak ada yg benar2 bertanggung jawab.,1282261170326396929,,pluviophileex,in,,0,1,0,https://x.com/pluviophileex/status/1282261170326396929,1054282687580561408,pluviophileex
1276999750236045312,Thu Jul 09 02:16:49 +0000 2020,3,@rvmasartika @meutia3994 Both yang paling penting mendidik anak itu orangtua bukan cuma ibu tapi ayah jg. Percuma ada ayah tp gaikut ngerawat anak jadiny fatherless ,1281049640842878976,,kucayyaa,in,,0,0,0,https://x.com/mjsaal/status/1281049640842878976,1249540391147200512,mjsaal
1278771022444052480,Thu Jul 02 19:22:24 +0000 2020,1,Tena msimdhulumu mjane wala yatima wala mgeni wala maskini; wala mtu awaye yote miongoni mwenu asiwaze mabaya juu ya ndugu yake moyoni mwake. Do not oppress the widow or the fatherless the foreigner or the poor. Do not plot evil against each other. Zechariah 7:10,1278771022444052480,,,in,Tanzania,0,0,0,https://x.com/StuRichard39/status/1278771022444052480,854945846747688960,StuRichard39
1277805060647350272,Tue Jun 30 03:24:01 +0000 2020,0,maybe she's been neglect by her parents and fatherless.. di kesadaran saya yg sekarang mungkin ini lucu tapi bukan untuk dibully.. toh kita juga bisa skip kayak gini dan dia gak ngerugiin siapa pun.. yg biasanya retweet dan setuju beginian biasanya picik.. i've been there. https://t.co/lslMUrDkc7,1277805060647350272,https://pbs.twimg.com/media/Ebus60TUMAAICIG.jpg,,in,,0,0,0,https://x.com/Aminohouse/status/1277805060647350272,33473345,Aminohouse
1277590622702993410,Mon Jun 29 13:11:55 +0000 2020,0,seru amaaattttt bahas fatherless generation huhuhu keren amat @jesuitinsight,1277590622702993410,,,in,ID,0,0,0,https://x.com/vania_ps/status/1277590622702993410,66308626,vania_ps
1275786974792568832,Wed Jun 24 13:44:54 +0000 2020,0,Diperparah dengan narasi feminazi yang glorify single motherhood bahwa cewek bisa kok mengasuh anak sendiri dibandingkan cowok. Peran ayah di keluarga benar2 diskreditkan. Terutama untuk kalangan black community cmiiw. Fatherless family juga salah 1 problem terparah di us.,1275786983961268224,,caeca168,in,Singapore,0,1,0,https://x.com/caeca168/status/1275786983961268224,389449058,caeca168
1275786974792568832,Wed Jun 24 13:44:53 +0000 2020,0,Krn single mother disubsidize orang2 lebih mudah u/ ga tanggung jawab terutama ayah. Gak mau nikah. Children who grow up without a dad 9x more likely to end up in prison more prone to depression teen pregnancy poverty. 75% siswa dropouts are fatherless. Obama lho yg ngomong.,1275786978538090497,,caeca168,in,Singapore,0,1,0,https://x.com/caeca168/status/1275786978538090497,389449058,caeca168
1275069614548910080,Mon Jun 22 14:26:23 +0000 2020,0,@endrakencan Yuk berdoa buat father kita masing #fatherless,1275072647827619842,,endrakencan,in,"Bali, Indonesia",0,1,0,https://x.com/icangagoeng/status/1275072647827619842,134055191,icangagoeng
1274659694888566785,Sun Jun 21 11:05:27 +0000 2020,5,The Father of Fatherless!!! Jan biro maganin daqiqan yara #Kwankwaso2023,1274659694888566785,,,in,"Dubai, United Arab Emirates",0,0,1,https://x.com/itx_Baiita/status/1274659694888566785,608999065,itx_Baiita
1271066550833827840,Thu Jun 11 13:07:35 +0000 2020,0,Kecepatan sange manusia engga sebanding sm output ga heran byk fatherless &amp; single mom support system gen makin runyam ckckck,1271066550833827840,,,in,Sebelah Red Doorz,0,0,0,https://x.com/arbinfipel/status/1271066550833827840,66303279,arbinfipel
1269495137761030144,Sun Jun 07 05:18:31 +0000 2020,0,@markeIee Ssma lo mau ga? Biar anaknya ga fatherless,1269498955617849344,,markeIee,in,authored by a fan.,0,1,0,https://x.com/marcellaesne_/status/1269498955617849344,974263540553998336,marcellaesne_
1269230187507482624,Sat Jun 06 11:30:32 +0000 2020,0,Kifo cha msando kina maana gani katika maisha ya mwanadamu it means widow fatherless so you want to tell me nyinyi mko na pesa na maana sana hamuwezi kubembeleza Mungu kwa hasira yake sasa tufanye nini si hamuoni kwanini Rais amewabadilikia amekuwa mkali,1269230187507482624,,,in,BUTERE shiatsala and Eshibanga,0,0,0,https://x.com/OmittoFidelis/status/1269230187507482624,1237270278998278146,OmittoFidelis
1265977134197202945,Thu May 28 12:27:52 +0000 2020,1,@mamvura_tendai munaona kusiya zoolian ave fatherless,1265983126611931136,,wekwamamvura,in,Zimbabwe,0,1,0,https://x.com/power_factory1/status/1265983126611931136,861510120,power_factory1
1265864105186885634,Thu May 28 04:34:55 +0000 2020,1,Anak yang orang takmau selalunya mesti comel lebih cukup sifat..... Siap ada yg pernah kena reject dgn hosp sbb takmau deal dgn fatherless child.....,1265864105186885634,,,in,,0,2,0,https://x.com/nlrnfzw/status/1265864105186885634,4329539352,nlrnfzw
1265275064590598145,Tue May 26 13:34:17 +0000 2020,0,New Post - Jangan Ciptakan Fatherless Children di Rumah Kita Kenali 6 Dampak Psikologisnya! https://t.co/Vg3LZwN1Ea https://t.co/WZFiUB1BTC - Percetakan online Indonesia,1265275064590598145,,,in,,0,0,0,https://x.com/mariyani900/status/1265275064590598145,946945856636305409,mariyani900
1264838680637632514,Mon May 25 13:40:26 +0000 2020,0,@Asknonym Nggak. Kerasa bgt fatherless nya seiring berjalannya waktu wkwkwk baebae lu kalo jd bapak nder,1264914223663951873,,Asknonym,in,,0,0,0,https://x.com/silentkilerrr/status/1264914223663951873,2542923554,silentkilerrr
1264172306575708162,Sat May 23 12:38:04 +0000 2020,1,@kaikoprtw Lebaran yang ke 16 tanpa papah sejak kecil udah fatherless aku mah semangat buat kita keko ️️️,1264173751521775616,,kaikoprtw,in,"Kalimantan Selatan, Indonesia",0,1,0,https://x.com/eciiiwalters_/status/1264173751521775616,2350326290,eciiiwalters_
1264111963300409344,Sat May 23 08:54:19 +0000 2020,0,@Silvia_Wangeci Fatherless nation.Ophan Wanjiku,1264117445045911552,,Silvia_Wangeci,in,Kenya ,0,0,0,https://x.com/ludah_kahlonji/status/1264117445045911552,798260832,ludah_kahlonji
1262978238554374144,Wed May 20 05:27:31 +0000 2020,0,1001 masalah fatherless generation.,1262978238554374144,,,in,Jakarta,0,0,0,https://x.com/tonyfebriawan/status/1262978238554374144,134473242,tonyfebriawan
1258753659644440576,Sun May 10 14:01:11 +0000 2020,0,@bernlyta Fatherless Generation.... Mereka tidak terdidik secara edukasi moral sosial dan keagamaan sebagaimana mestinya....,1259483626103648258,,anakajgcomel,in,Where the hell am I ??,0,0,0,https://x.com/narunov/status/1259483626103648258,75222723,narunov
1258745869303595009,Fri May 08 13:09:36 +0000 2020,0,makin hari makin banyak aja gua denger/baca cerita orang yg fatherless. ternyata banyak bgt anjir bahkan di lingkungan rl gua pun ternyata banyak yg gitu.,1258745869303595009,,,in,,0,0,0,https://x.com/athearss/status/1258745869303595009,1133070729467944960,athearss
1257475464421167105,Thu May 07 03:56:45 +0000 2020,0,@Vishal05641799 @DrAlshoreka Teri maa ko Salam Pkka kisi Gufa Wale baba ka deya hua tofa hy tu teri maa ko pkka Bkhti k chkr mae gufa wale kisi baba ny prasad mae 2drop gift kr deye tere maa ko tbhi tere jese bhadwe paeda hua hy Fatherless bkht @Vishal05641799,1258244352243044352,,,in,"Jammu, Jammu & Kashmir, India",0,0,0,https://x.com/maliksajad_/status/1258244352243044352,798027909348741122,maliksajad_
1256142953476579329,Fri May 01 08:46:32 +0000 2020,0,Kok bisa ya anak² fatherless punya kekuatan buat nikah? Apakah hanya aku yang takut menikah? Hohoho,1256142953476579329,,,in,Asgard,0,0,0,https://x.com/putriselena230/status/1256142953476579329,2321905015,putriselena230
1255812291259482113,Thu Apr 30 17:08:17 +0000 2020,0,@byaro55 Wlh har fatherless ina fadama alaji,1255906834172522496,,byaro55,in,kad city,0,1,0,https://x.com/ishak2isma/status/1255906834172522496,774260744,ishak2isma
1254756748327563266,Mon Apr 27 18:51:36 +0000 2020,0,@bbchausa Allah yasaka da alkhairi father of the fatherless,1254845672689467398,,bbchausa,in,"Kano, Nigeria",0,0,0,https://x.com/legendary6ix99/status/1254845672689467398,1098029950362357761,legendary6ix99
1254040485494054912,Sat Apr 25 13:32:05 +0000 2020,0,Ayoo mutualan kids yang fatherless yuhuu Biyar aku ada teman :'(,1254040485494054912,,,in,Asgard,0,0,0,https://x.com/putriselena230/status/1254040485494054912,2321905015,putriselena230
1253995581824856064,Sat Apr 25 10:33:39 +0000 2020,1,Fatherless country... Ya Indonesia adalah negara tanpa ayah rangking ke 3 di dunia.. padahal ayah bertugas mendidik anak baik aqidah dan akhlak nya... Jadi kalo masyarakat indonesia makin lama moral nya makin turun... Tanyalah kemana ayah nya saat dia tumbuh...,1253995581824856064,,,in,Indonesia,0,0,0,https://x.com/icmelisa/status/1253995581824856064,52419908,icmelisa
1253673220504342530,Fri Apr 24 13:12:42 +0000 2020,0,New Post - Jangan Ciptakan Fatherless Children di Rumah Kita Kenali 6 Dampak Psikologisnya! https://t.co/XeDJhzKk5r #creative #percetakan #packaging #printing https://t.co/Knoz4XzcIj - Percetakan online Indonesia,1253673220504342530,,,in,"Swadaya Raya No 1762,Jelambar",0,0,1,https://x.com/uprint_id/status/1253673220504342530,2882155022,uprint_id
1252806469210128384,Wed Apr 22 03:51:42 +0000 2020,17,sebuah hubungan tuh bukan tentang nafsu dan ego aja tapi tentang tanggung jawab untuk selama-lamanya. ini era fatherless kekurangan ayah yang bisa bertanggung jawab. pilihlah lelaki yang bisa bertanggung jawab. karena menyakitkan jika harus berpisah di saat udah ada si kecil,1252807262961188864,,UJunami,in,"DKI Jakarta, Indonesia",1,1,5,https://x.com/UJunami/status/1252807262961188864,1376555310,UJunami
1252806469210128384,Wed Apr 22 03:48:32 +0000 2020,121,di era sekarang telah terjadi fatherless banyak orang yang nikah atas nama cinta tanpa mempertimbangin sisi tanggung jawab. apalagi buat cowo-cowo kadang cewe terlalu berharap bisa ngubah si cowo padahal klo emang dasarnya brengsek ya tetap brengsek.,1252806469210128384,,,in,"DKI Jakarta, Indonesia",0,21,33,https://x.com/UJunami/status/1252806469210128384,1376555310,UJunami
1251689851574861824,Sun Apr 19 06:26:41 +0000 2020,0,@ditanindyak Mohon maaf pernyataan saya di atas bkn bermaksud menyinggung mba ya tp pasti ibu mba org yg hebat sehingga bisa memerankan 2 peran sekaligus hingga benteng anak2nya kuat. Krn saya mendengar dr paparan Bu Elly Risman ttg fatherless country salah satu akibatnya spt itu.,1251759102021124097,,ditanindyak,in,,0,1,0,https://x.com/mbuntt/status/1251759102021124097,48661471,mbuntt
1251575610461360128,Sun Apr 19 00:41:10 +0000 2020,1,@AnnitahRaey Motherless fatherless juu ulikuwa careless.. Hii line @RabbitTheKing anafaa kuitumia.. But great advice.. ATI andu megukua ta kee?? Tondu ukuragwo WI gikuyu?? Damake Maa... Am staying safe for you mwaah,1251672153046597635,,AnnitahRaey,in,"Thika, Kenya 🇰🇪 ",0,0,1,https://x.com/Kelvinnjau/status/1251672153046597635,621664686,Kelvinnjau
1251173828673372160,Sat Apr 18 16:41:14 +0000 2020,0,@botshitposting @sheknowshoney T-tapi mereka lonte berpendidikan Temen w ada yg baby gula cause she's fatherless tp dia ini pintar. Bisa w bilang cerdas Fight me tp jan kasar ,1251551370894700544,,rsmudhofar,in,"Hamburg, Germany",0,1,0,https://x.com/caramelldolce/status/1251551370894700544,3178025202,caramelldolce
1251221869535125509,Fri Apr 17 20:38:58 +0000 2020,8,@iAmKudaMaynard Saka ukuda kutozvipembedza kuti wakasiya mwana kuti akure under a fatherless institution you have the nerve exposing yourself like dat #teamyeke inofamba ichinhumburisa mabeiby pasi newe ,1251248813576269832,,iAmKudaMaynard,in,"Harare, Zimbabwe",0,0,0,https://x.com/raygeorgek/status/1251248813576269832,225191606,raygeorgek
1250697381353570305,Thu Apr 16 22:03:00 +0000 2020,1,@ThatNigger85 @BarakaSaimon3 I can t raise an irresponsible fatherless kid unless awe amekufa km huwezi kumuoa mtu Kwann umzalishe???and then wamama wa kambo hao wanawatesa sana watoto you keep children in dilemma and pain bora afe tu,1250907571353006090,,ThatNigger85,in,"Mwanza, Tanzania",0,1,0,https://x.com/_zack255/status/1250907571353006090,1135266084100235265,_zack255
1250770786316546048,Thu Apr 16 12:59:28 +0000 2020,0,Ternyata banyak anak fatherless. Bukan aku sj. Salam yatim secara psikis ,1250770786316546048,,,in,Jakarta,0,1,0,https://x.com/pgnpunyapcrbule/status/1250770786316546048,1609686691,pgnpunyapcrbule
1250027806198837249,Tue Apr 14 11:47:08 +0000 2020,0,Woi... Michael Mikealson! Afadhali kukuwa fatherless.,1250027806198837249,,,in,"Nairobi, Kenya",0,0,0,https://x.com/Tess_Macheeks/status/1250027806198837249,3391686209,Tess_Macheeks
1249662065737785346,Mon Apr 13 11:41:23 +0000 2020,0,@tikastiwi Gw tdk menggeneralisasikan sih tik tp skrg masanya udh fatherless/motherless... orgtuanya sndr aja udh gak pnya peran. Pelajaran bgt buat gw kita klo pnya anak apa dlu yg mau diterapkan ,1249663972946542592,,tikastiwi,in,INDONESIA,0,1,0,https://x.com/hannamulia_/status/1249663972946542592,82830039,hannamulia_
1248137442927886337,Thu Apr 09 06:35:30 +0000 2020,0,New Post - Jangan Ciptakan Fatherless Children di Rumah Kita Kenali 6 Dampak Psikologisnya! https://t.co/XeDJhzKk5r #creative #percetakan #packaging #printing https://t.co/Knoz4XzcIj - Percetakan online Indonesia,1248137442927886337,,,in,"Swadaya Raya No 1762,Jelambar",0,0,0,https://x.com/uprint_id/status/1248137442927886337,2882155022,uprint_id
1247690723245182976,Wed Apr 08 01:06:40 +0000 2020,0,@FWBFESS_ Kerna menurut beberapa ahli Mungkin nih yah jgn dianggap serius anda mengalami fatherless dimasa lalu.. ,1247692302992068608,,FWBFESS_,in,South Celebes,0,1,0,https://x.com/SALDI09232293/status/1247692302992068608,1226013267228676097,SALDI09232293
1247645328725213185,Tue Apr 07 22:00:01 +0000 2020,0,Fatherless: alaini baba. https://t.co/mJOw1OuMZf,1247645328725213185,https://pbs.twimg.com/media/EVCG0H-XYAEYu9C.jpg,,in,,0,0,0,https://x.com/YorubaD/status/1247645328725213185,720110688786624513,YorubaD
1246598915618553857,Sun Apr 05 00:41:56 +0000 2020,1,Dan gue sangat kagum sama ustad ustad yang punya gerakan supaya laki-laki punya tanggung jawab sebagai suami dan ayah secara bersamaan mengurangi angka anak yg fatherless.,1246598915618553857,,,in,Indonesia,0,0,0,https://x.com/ulfa_rosliana/status/1246598915618553857,94041554,ulfa_rosliana
1245116621598928896,Tue Mar 31 22:32:33 +0000 2020,0,@DONJAZZY Baba j Help a fatherless boy nah abeg 2111234099 omotoyosi sogunro Uba bank,1245116802981650432,,DONJAZZY,in,"Lagos, Nigeria",0,0,0,https://x.com/SogunroOmotoyo1/status/1245116802981650432,1191610254259298309,SogunroOmotoyo1
1245010979978608640,Tue Mar 31 15:34:36 +0000 2020,0,@DONJAZZY Baba Don Help A Fatherless Child Abeg 2111234099 Omotoyosi Sogunro Uba Bank,1245011622302752776,,DONJAZZY,in,"Lagos, Nigeria",0,0,0,https://x.com/SogunroOmotoyo1/status/1245011622302752776,1191610254259298309,SogunroOmotoyo1
1240488580180566018,Thu Mar 19 05:26:56 +0000 2020,0,@akaworldwide Jooo y this guy believe in fighting. O xap ka mo upstairs mara ka 2020 stil people hu belive I fighting aowa le dikgomo ga di sa hlabana baan. Kairo o fatherless crus,1240510041859469313,,akaworldwide,in,Steelpoort ,0,0,0,https://x.com/Dumza93933692/status/1240510041859469313,1070753477939421184,Dumza93933692
1239169127878668289,Sun Mar 15 12:38:37 +0000 2020,0,Ukimuacha akue fatherless anaeza kuAssasinate just send that 1500,1239169127878668289,,,in,,1,0,0,https://x.com/WaguraJr/status/1239169127878668289,890165254268891137,WaguraJr
1239000590941712389,Sun Mar 15 07:08:18 +0000 2020,0,@dedesinii Anak fatherless gapercaya ini,1239086000443293696,,dedesinii,in,Exo planet,0,0,0,https://x.com/UliHamkke/status/1239086000443293696,1173437887796264960,UliHamkke
1238057751449710594,Thu Mar 12 11:02:24 +0000 2020,1,Walaupun diusia nya sekarang dia sudah merasakan fatherless. Tapi kalo soal dewasa he's more than me!!! I love u alpine( ˘ ³˘) https://t.co/bMVFFCUVd8,1238057751449710594,https://pbs.twimg.com/ext_tw_video_thumb/1238057541910663168/pu/img/F2WGPoy1ijQ5nPln.jpg,,in,,0,0,0,https://x.com/atidaaa_/status/1238057751449710594,382509206,atidaaa_
1237561006030647296,Wed Mar 11 02:08:31 +0000 2020,6,@EvahMwalili Baba unajua kunifurahisha Baba nitakusifu milele! Father to the fatherless! Daddy umejua kunifurahisha! #barakazamilele #barakazamilele #barakazamilele #barakazamilele #barakazamilele @milele FM #barakazamilele #barakazamilele,1237561006030647296,,EvahMwalili,in,,0,1,4,https://x.com/TynaKagasi2/status/1237561006030647296,1212380688688615425,TynaKagasi2
1236202869549707272,Sat Mar 07 08:11:46 +0000 2020,1,Kayaknya Fatherless ini juga salah satu masalah di gen millenial ga sih... https://t.co/daGifGNDgP,1236202869549707272,https://pbs.twimg.com/media/ESff7K7UUAAutJZ.jpg,,in,Pasuruan,0,1,0,https://x.com/Faris_Diggory/status/1236202869549707272,155421669,Faris_Diggory
1233422920619196416,Fri Feb 28 16:55:37 +0000 2020,0,@Iucgy kamu gak fatherless choerry,1233435598016266246,,farspase,in,"shafa, acha, bbuing, whoi",0,0,0,https://x.com/jinddouls/status/1233435598016266246,967121594551119872,jinddouls
1233332869851836416,Fri Feb 28 10:07:25 +0000 2020,0,Anak-anak sekarang banyak menyalah juga karena kurangnya figur ayah dlm kehidupannya fatherless generation . Masalah ini tentunya banyak berdampak pd sikap dan tingkah laku anak.,1233332869851836416,,,in,,0,0,0,https://x.com/tiaanovta/status/1233332869851836416,256503664,tiaanovta
1231301244620161024,Mon Feb 24 10:06:00 +0000 2020,0,@memeyriza @nrlazwni99 Guard ni fatherless sbb tu dia bole senang2 treat orang tua macam tu gaya. #justsaying,1231882965229031425,,memeyriza,in,"Pochinki, Erangel",0,0,0,https://x.com/sykrhmrynt/status/1231882965229031425,1066194908698963970,sykrhmrynt
1231687158148132864,Sun Feb 23 21:07:56 +0000 2020,0,Mumpung belum Imzak.... *julit dikit Bentar lagi KPAI larang Cowok kencing Dipohon Bukan dengan alasan Kebersihan tapi.... Mencegah kelahiran Fatherless anak anak Groot. https://t.co/UZS3Fx4KCR,1231687158148132864,https://pbs.twimg.com/media/ERfU8ArUwAAlXW6.jpg,,in,,0,0,0,https://x.com/chiemot_keren/status/1231687158148132864,190568305,chiemot_keren
1230761058517671939,Fri Feb 21 07:47:57 +0000 2020,0,Dimana gue bakalan cerita tentang hidup gue yg gak tau harus ngapain. Nyokap gue yg begitu sabar dan menguatkan semua anak2nya. Ketika kita mendapat suatu kekerasan nyokap cuma bilang kalau sayang ibu harus nurut sama ibu #fatherless #TwitterUpdate,1230761058517671939,,,in,,0,0,0,https://x.com/zhanelika/status/1230761058517671939,1208736650089549826,zhanelika
1230471660223942656,Thu Feb 20 12:37:59 +0000 2020,0,RUU ketahanan rumah tangga. Istri lebih banyak mengasuh anak. Terus bapaknya gimana? Porsi bapak sama ibu kudu sama besar dong. Anak kalo ga ada figur bapak juga masa depan si anak suram. Tanpa RUU ketahanan RT kita ini udah fatherless country. Apalagi dengan RUU RT,1230471660223942656,,,in,,0,1,0,https://x.com/elmochocochip/status/1230471660223942656,61110923,elmochocochip
1230116811724722176,Wed Feb 19 13:08:19 +0000 2020,0,Fatherless karena orangtua tiada memang tidak mudah. Lebih tidak mudah lagi jika fisiknya ada tapi anak merasa beliau tidak ada bersamanya. Fatherless itu berat saudara. Susah juga dijelasinnya.,1230116907937910785,,dilamiftah,in,,0,1,1,https://x.com/dilamiftah/status/1230116907937910785,220308330,dilamiftah
1230116811724722176,Wed Feb 19 13:07:57 +0000 2020,1,Menjadi yatim itu bukan pilihan. Berkecukupan atau kekurangan itu juga bukan kemauan. Tapi fatherless adalah sesuatu yang mutlak bagi seorang yatim. Tidak ada sosok yang benar-benar bisa menggantikan.,1230116811724722176,,,in,,0,1,0,https://x.com/dilamiftah/status/1230116811724722176,220308330,dilamiftah
1230102715327492099,Wed Feb 19 12:11:56 +0000 2020,1,Jangan sampai ke-khawatiran berlebihan tentang isu Fatherless membuat kita merasa bahwa orang-orang yang tanpa ayah atau sosok ayah itu otomatis pasti tidak baik Cek hasil literatur review saya soal single parent = https://t.co/iXDaOoXZGQ,1230102715327492099,,,in,"Mind, Body and Soul",0,0,1,https://x.com/ideasynthesizer/status/1230102715327492099,316577046,ideasynthesizer
1229378021490135046,Mon Feb 17 12:47:17 +0000 2020,21,@melwin23088628 @MyNation_Delhi @SriRudyBABA @ArvindKejriwal @MensDayOutIndia @sharmarekha @Gameof498A @KrishVerma786 @Monica10010 @Riya97597210 @cskkanu @SabharwalAmiet @MyNation_net @a_498a_victim @TajinderBagga @barkhatrehan16 @perinchery_paul @Gen_VKSingh @VijaykantMotir2 @gokulpr @mamtaguptabsnl @vaastavngo @RSSorg @dalwinderk @swarup1972 @kailashkaushik8 @tanu531d @hardikm007 @savemale @fatherless_sons @Fathers_Rights @iamarunjain @InderBirKaur60 Koi bi Panga nahi lega #498AHouseBreakingLaw @ArvindKejriwal #KudiyoKaHaiZamana @TheHaryanavi @kailashkaushik8 @Ranjit8902371 @ImplicatedH @satyan_weshi @PMOIndia @DovariNaresh @pkanthi @a_talukdar @arunjaitley @Gameof498A @mynation_dps @MyNationC @AtulRChaudhary @MyNationC @dna https://t.co/NwUah2xC7H,1229386838454030336,https://pbs.twimg.com/media/EQ-ozf9XsAIXR0G.jpg,VikramArora20,in,,1,6,27,https://x.com/VikramArora20/status/1229386838454030336,1214658974,VikramArora20
1229197274024173568,Mon Feb 17 00:14:02 +0000 2020,0,No fatherless sluts snsnsnsn,1229197274024173568,,,no,Barbados,0,0,1,https://x.com/notchunlee/status/1229197274024173568,626536720,notchunlee
